PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
1,1/21/23,12:06:36,1,1,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,0,0,Four-Seam,,BallCalled,,,,,,,91.72410341,-1.939082781,-2.631555341,2059.705068,237.2933356,2:00,5.950996196,3.168783682,6.990389562,-23.51850751,9.40859097,11.41096759,1.606465836,1.465401002,81.68311747,-6.929504356,0.403341253,0.41299829,,,,,,,,,,,,-6.992737958,5.698656339,-2.975623107,50,5.792229878,5.767787474,-133.3399463,-5.262651619,-12.52792642,29.98000385,-21.96455114,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,f6fc673a-99ad-11ed-bb36-3be986224c69,91.896989,5.949387808,3.173145084,-1.920322456,-2.684177618,81.82229173,1.608281962,1.461994329,-6.899970795,0.34821204,0.412868486,11.89265984,8.070059847,-26.40494015,6.071689806,1844.823078,-915.9764071,89.56734178,-0.483966561,-0.444712411,-0.75366255,,,,,,,,,,,,,,,,,0.997812942,1,,,high,high,84.53548398,-6.311116199,54.32961044,James Heffley,hefflja42,Maryland,None
2,1/21/23,12:06:48,1,2,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,1,0,Four-Seam,,BallCalled,,,,0,0,,90.33982533,-4.03165069,-3.459269647,2151.169246,241.3724685,2:00,5.885558804,3.159363744,6.918391112,-24.90426146,9.302642958,12.79644668,0.068905032,1.022841601,82.65233914,-8.69234017,-1.040470243,0.42094796,,,,,,,,,,,,-7.966680142,6.23547933,-2.900038282,50,5.561625911,7.513729984,-130.9657291,-10.03194413,-13.7762064,28.78833872,-21.39148411,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,fdcfeb7d-99ad-11ed-a7a5-a739d217c43a,90.5072544,5.883572617,3.164386122,-4.00914301,-3.517673676,82.79487518,0.071190366,1.018347836,-8.660803436,-1.102170277,0.420818208,13.33277924,7.90856266,-21.92796865,5.152986202,1995.540906,-803.3340627,92.765407,-0.444451761,-0.37344066,-0.814251009,,,,,,,,,,,,,,,,,0.99731513,1,,,high,medium,85.36231176,-6.459632288,54.40160889,James Heffley,hefflja42,Maryland,None
3,1/21/23,12:07:03,1,3,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,2,0,Four-Seam,,StrikeCalled,,,,0,0,,90.26041187,-2.703254087,-4.237180083,2215.61522,238.9543173,2:00,5.841167424,3.175246443,7.164873546,-24.08640396,9.810024706,12.24457786,1.69557576,0.214829292,81.28348276,-6.305358739,-1.855449783,0.419033258,,,,,,,,,,,,-7.949022773,6.169148443,-2.873211228,50,5.633015113,9.335476501,-130.9653986,-6.923424934,-13.74964554,28.71255157,-21.50310213,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,071a96ca-99ae-11ed-a90b-6b958337f00a,90.43049536,5.839542734,3.180058843,-2.684404143,-4.2944902,81.42422211,1.697276454,0.211161457,-6.277166113,-1.915120676,0.418903766,12.76956154,8.470297552,-27.17716368,78.01257452,1971.007945,-1011.967631,88.95984858,-0.458784925,-0.456743401,-0.76216918,,,,,,,,,,,,,,,,,0.997650027,1,,,high,high,19.78862913,69.02672203,54.15512645,James Heffley,hefflja42,Maryland,None
4,1/21/23,12:07:18,1,4,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,2,1,Four-Seam,,BallCalled,,,,0,0,,90.82833354,-2.478077309,-2.889550534,2074.475001,240.9124333,2:00,5.95297886,3.123363793,6.851980646,-24.78078292,9.027404596,12.47969496,2.165172505,1.436818038,82.15657187,-5.532360466,-0.271346494,0.418487477,,,,,,,,,,,,-7.61928653,5.625904404,-2.904600652,50,5.745944293,6.258407909,-131.92915,-6.512534382,-13.3604654,29.40038507,-22.3089919,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,0fe53f4f-99ae-11ed-b853-3579b91ef299,90.99802918,5.951050635,3.12809215,-2.455785293,-2.945777345,82.29846758,2.167065269,1.433198665,-5.50140109,-0.329874357,0.418356607,12.99541687,7.62050367,-21.74614392,85.86860845,1926.843927,-768.58247,92.88344885,-0.451548947,-0.37049493,-0.811687782,,,,,,,,,,,,,,,,,0.997644259,1,,,high,high,12.71837244,81.88257125,54.46801935,James Heffley,hefflja42,Maryland,None
5,1/21/23,12:07:30,1,5,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,3,1,Four-Seam,,Foul,,,,0,0,,90.4575967,-2.88223011,-3.773239683,2176.343212,237.6303847,2:00,5.885555166,3.000607963,7.08561035,-23.68093292,9.721453661,11.91232022,1.694592333,0.892599606,82.86456074,-6.089131651,-0.666760375,0.418616305,,,,,,,,,,,,-7.600765182,6.27808456,-2.727185891,50,5.660170285,8.295171804,-131.2880658,-7.354470785,-13.21101223,28.87584586,-21.26200982,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,177f04f5-99ae-11ed-93fa-256445f2fb81,90.62696495,5.883994114,3.005189107,-2.86391663,-3.828450181,83.0073946,1.696179703,0.889096427,-6.063083897,-0.723456544,0.418486288,12.45176188,8.355726106,-27.19306248,85.99761173,1935.795721,-994.5675952,88.94717114,-0.476204441,-0.456990235,-0.751258448,,,,,,,,,,,,,,,,,0.9970536,1,,,high,high,12.60220151,-58.74629037,54.23438965,James Heffley,hefflja42,Maryland,None
6,1/21/23,12:07:50,1,6,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,,1,Top,0,3,2,Four-Seam,,BallCalled,Walk,,,0,0,,90.98230577,-3.337362622,-4.189426953,2204.312074,237.6303982,2:00,5.871113194,3.170011117,7.231293384,-23.23649502,10.06556576,12.07375146,1.217371642,0.258442872,82.17572197,-6.733871409,-1.274782975,0.419044597,,,,,,,,,,,,-7.762655117,6.164678178,-2.298928063,50,5.078940065,7.857840848,-130.8310696,-5.777714686,-13.39262376,28.79023696,-21.53835675,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,22ffeaf0-99ae-11ed-bfd7-592b39f895b7,91.15062772,5.869643214,3.174573602,-3.320118953,-4.244537924,82.31584258,1.2189535,0.254913454,-6.707706368,-1.332252547,0.418926624,12.57744425,8.771449491,-25.20258684,85.16440766,1994.478817,-938.6404906,90.48078264,-0.484414894,-0.425820147,-0.764211628,,,,,,,,,,,,,,,,,0.997538171,1,,,high,high,13.35200494,86.98227672,54.08870662,James Heffley,hefflja42,Maryland,None
7,1/21/23,12:08:20,2,1,Nate Haberthier,haberna43,Right,Maryland,Nick Lorusso,lorusni42,Right,Maryland,,1,Top,0,0,0,Slider,,BallCalled,,,,0,0,,82.52446656,-1.57747362,-5.482198438,2232.907123,260.329885,2:45,5.890696365,3.145241572,6.891611029,-36.45020551,4.482645842,0.412765431,1.263994462,-2.376660986,75.49957852,-8.248711201,-6.533756992,0.464414634,,,,,,,,,,,,-2.090003234,3.13055717,-3.221907305,50,5.521626353,13.74073851,-118.5744972,-4.045853075,-2.975118089,22.70388434,-27.71770372,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,34cdef40-99ae-11ed-8a82-8b14985a37ca,82.66704312,5.886342318,3.149638115,-1.5253601,-5.535365763,75.61114648,1.267718113,-2.379856907,-8.188128477,-6.585152172,0.464296853,0.906698028,2.744623359,-84.10308902,52.85037162,229.4064118,-2221.09138,10.27388956,-0.017257589,-0.994708359,-0.101279101,,,,,,,,,,,,,,,,,0.997421448,1,,,high,high,42.43472493,25.96250993,54.42838897,James Heffley,hefflja42,Maryland,1st
8,1/21/23,12:08:52,2,2,Nate Haberthier,haberna43,Right,Maryland,Nick Lorusso,lorusni42,Right,Maryland,,1,Top,0,1,0,Four-Seam,,StrikeCalled,,,,0,0,,90.13537063,-1.884644752,-3.287315788,2023.531647,241.6095478,2:00,5.894595314,3.184492011,6.8028852,-25.61638873,8.767944344,12.24138738,1.628839957,1.3925034,82.18311395,-7.151232453,-0.134940742,0.422038261,,,,,,,,,,,,-7.591156344,5.300503616,-2.931806991,50,5.731553737,7.125850595,-130.9175347,-5.138875663,-13.11229868,28.86281381,-23.01842383,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,4824cc6b-99ae-11ed-9950-7978789bf406,90.30667046,5.892474185,3.189319888,-1.860501281,-3.343773276,82.32022567,1.630814717,1.389035385,-7.11888057,-0.191551176,0.421904391,12.75984776,7.331071949,-24.27207829,6.548527537,1844.658954,-831.8134839,91.16037084,-0.433447159,-0.411070163,-0.801963142,,,,,,,,,,,,,,,,,0.997764223,1,,,high,high,84.1063308,-7.607071082,54.5171148,James Heffley,hefflja42,Maryland,1st
9,1/21/23,12:09:12,2,3,Nate Haberthier,haberna43,Right,Maryland,Nick Lorusso,lorusni42,Right,Maryland,,1,Top,0,1,1,Changeup,,StrikeCalled,,,,0,0,,84.65361997,-1.559619333,-3.587917277,1292.255742,248.0982972,2:15,5.773769941,2.937064663,7.122053836,-32.9629583,6.043673815,9.796057203,1.616475199,0.225306884,76.94997483,-7.450713062,-1.454300793,0.446237089,,,,,,,,,,,,-6.371602086,3.728300865,-2.678562791,50,5.643541973,7.435874513,-123.0176034,-4.279643808,-9.736298931,25.04767692,-26.47691859,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,541ab5f3-99ae-11ed-b9c3-bbf076d8d62a,84.802362,5.770273888,2.940450702,-1.516948908,-3.629795925,77.06968397,1.619711124,0.22263368,-7.397944986,-1.497991745,0.446105675,10.20976093,4.309321699,-19.06486937,20.41006744,1221.374695,-422.1004118,94.51493656,-0.352555228,-0.326638449,-0.87693337,,,,,,,,,,,,,,,,,0.997923224,1,,,high,high,108.369076,-24.89289288,54.19794616,James Heffley,hefflja42,Maryland,1st
10,1/21/23,12:09:35,2,4,Nate Haberthier,haberna43,Right,Maryland,Nick Lorusso,lorusni42,Right,Maryland,,1,Top,0,1,2,Slider,,StrikeCalled,Strikeout,,,1,0,,84.30007974,-0.827580488,-3.287148089,2181.006654,275.5461312,3:15,5.923917683,2.87435116,6.808824752,-36.56097387,2.534162097,2.463650237,2.085081754,-0.635310887,76.72903616,-7.170780208,-3.701589822,0.45002111,,,,,,,,,,,,-2.246732268,1.601585276,-2.616617758,50,5.838403125,6.963473197,-122.5367296,-2.876671166,-3.41648291,24.18364017,-29.73860643,Maryland,Maryland,shi01,NCAA D1,BIG10,22a70efb-196c-4b3a-90ba-54827e7e141e,61f42657-99ae-11ed-b34c-550c0d734165,84.44920657,5.919521032,2.878956671,-0.775079956,-3.342843871,76.84748211,2.088900791,-0.638773766,-7.108568824,-3.757835055,0.449890056,2.977353302,0.842689135,-79.62810797,45.69887833,392.6610098,-2145.368816,18.00365941,0.017400025,-0.983659913,-0.17919379,,,,,,,,,,,,,,,,,0.988545701,1,,,high,high,48.87102029,28.77533284,54.51117525,James Heffley,hefflja42,Maryland,1st
