PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,Baserunners
1,11/4/22,15:38:21,1,1,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,Windup,1,Top,0,0,0,Sinker,,StrikeCalled,,,,0,0,,94.50674991,-1.487015134,0.151210431,2213.747619,243.9327067,2:15,5.555656895,2.848934717,6.706312697,-25.8421383,8.693329637,13.56127138,2.134945735,1.2086334,81.94094686,-5.674030379,-0.308793003,0.403136314,,,,,,,,,,,,-7.013492556,4.745041846,-2.868597399,50,5.4224692,-0.810704789,-137.4673837,-4.371442,-13.31245299,32.76739096,-23.16738906,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,3e2173e6-5c78-11ed-b60a-71177e4d9de0,94.68611211,5.553776063,2.854180694,-1.466103529,0.090756483,82.081022,2.136887679,1.204733601,-5.64208262,-0.372237045,0.403004441,14.17152975,7.190766023,-23.58004693,27.59955503,2028.904326,-885.5652195,91.65020928,-0.402735278,-0.400029891,-0.823274184,,,,,,,,,,,,,,,,,0.963982288,1,,,high,high,114.8395759,3.913806982,54.6136873,Devin Russell,,Maryland,None
2,11/4/22,15:38:35,1,2,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,Windup,1,Top,0,0,1,Four-Seam,,BallCalled,,,,0,0,,94.51406656,-0.806860428,-1.252172241,2267.100586,242.9347908,2:00,5.572354845,3.181326464,6.599776349,-24.06268813,8.730193303,13.63140113,2.610884406,2.323164606,84.09877067,-4.8909794,1.196244503,0.403850412,,,,,,,,,,,,-7.597842091,4.841495104,-3.086172558,50,5.492154007,2.535522878,-137.4584182,-2.737992457,-14.42739851,32.61326839,-22.98062619,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,45f83c8a-5c78-11ed-b239-7be699d565f4,94.69707391,5.57065517,3.186680771,-0.787934256,-1.31395647,84.24458695,2.612611216,2.319257342,-4.862702352,1.132925462,0.403719069,14.23747923,7.276292642,-21.9950861,27.25061936,2102.091886,-849.0905546,92.72159775,-0.421887232,-0.374527077,-0.825675864,,,,,,,,,,,,,,,,,0.992474284,1,,,high,high,114.5255712,2.525193829,54.72022365,Devin Russell,,Maryland,None
3,11/4/22,15:38:49,1,3,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,Windup,1,Top,0,1,1,Changeup,,BallCalled,,,,0,0,,86.17785621,-1.97128473,-2.689935486,,,,5.403272531,3.041369781,7.081400578,,,,0.498921529,2.009390014,78.64850134,-8.950572985,0.622053827,0.439962754,,,,,,,,,,,,-10.3646617,0.80506698,-2.850743126,50,5.239109174,5.379169159,-125.2421652,-5.389944901,-16.28632087,27.82149789,-30.90902237,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,4e908b19-5c78-11ed-ae3f-0d1706bca36a,86.29663511,5.395043809,3.044528448,-1.876176116,-2.726110114,78.73403393,0.506497665,2.006372682,-8.84848635,0.58010057,0.439857825,17.72386407,-1.995075604,54.84306054,77.00190522,2057.939375,2921.974762,57.58180227,0.040049451,0.817577889,-0.574423569,,,,,,,,,,,,,,,,,0.558909778,1,,,high,medium,20.69835598,-5.106532958,54.23859942,Devin Russell,,Maryland,None
4,11/4/22,15:39:13,1,4,Nate Haberthier,haberna43,Right,Maryland,Luke Shliger,shliglu42,Left,Maryland,Windup,1,Top,0,2,1,Sinker,,InPlay,,LineDrive,Double,0,0,,91.15820625,-0.990058235,-4.047511819,2179.691903,245.3750768,2:15,5.217461004,3.010961069,,-26.07202424,8.671634977,14.38141517,2.110932793,0.39520429,82.79725001,-5.829965167,-1.37363403,0.42423774,96.3086398,23.79864769,-12.62057806,,,,,309.9023591,,-12.68856738,3.19950342,-8.764860197,4.857971109,-2.645211196,50,5.105906192,8.817793888,-132.1577421,-3.257151964,-15.41473862,29.63475669,-23.63034744,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,5d2c8b4a-5c78-11ed-8ee3-9715b6139970,91.34008419,5.215222819,3.016466369,-0.96407779,-4.113000166,82.94002906,2.112977105,0.391212824,-5.796496524,-1.438179227,0.424117336,15.01054606,7.152420604,-17.00254131,32.15491884,2084.421464,-637.3726967,95.62917863,-0.398464088,-0.292414123,-0.869321777,-19.253545,85.99032748,38.86281878,-0.378961942,0.099335911,1.972626914,-68.07053195,302.3340451,,,,,,,,,0.990128778,0,,54.30547257,medium,high,118.9394517,-1.345666449,55.32,Devin Russell,,Maryland,None
5,11/4/22,15:40:08,2,1,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,0,0,0,Sinker,,BallCalled,,,,0,0,,89.46981946,-0.407198963,-4.223478542,2108.476596,241.562652,2:00,5.709378013,3.101192127,6.776862136,-25.86058368,9.12066727,12.7835797,2.839717015,1.363846936,81.46112957,-5.950120872,-0.019330421,0.425192648,,,,,,,,,,,,-7.56300919,5.145946633,-2.360952405,50,5.890845466,5.068089545,-130.0602408,-3.245728587,-12.8792415,28.75950617,-23.41088564,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,7d21af35-5c78-11ed-aaf4-b1b1e411fcac,89.64456477,5.707380156,3.106207532,-0.384204811,-4.282894238,81.60106827,2.841676789,1.36016448,-5.917982009,-0.079178385,0.425070769,13.33187667,7.661534979,-25.08203419,10.80124533,1909.650976,-893.8158115,90.57017658,-0.431292919,-0.423915453,-0.796418299,,,,,,,,,,,,,,,,,0.99648293,1,,,high,high,80.27888687,-6.131099165,54.54313786,Devin Russell,,Maryland,2nd
6,11/4/22,15:40:30,2,2,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,0,1,0,Slider,,BallCalled,,,,0,0,,84.11663454,1.46004542,-1.558695474,2291.236883,164.8524085,11:30,5.700549975,3.058479467,6.62661022,-36.3528933,5.833038665,-1.416925025,3.748858765,0.301974911,74.52336373,-5.241077883,-3.524317607,0.452274259,,,,,,,,,,,,0.283605717,2.219834834,-2.929971367,50,5.79963656,3.371149452,-122.3580215,2.042534487,0.429710786,24.2685255,-28.81062313,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,8a8f345c-5c78-11ed-be40-37ad94565b67,84.26511112,5.696542525,3.062039582,1.508689434,-1.602805373,74.64044539,3.752572684,0.299206845,-5.180569441,-3.568803606,0.45214392,-0.94583011,3.977279448,-83.87038538,24.13536848,244.6536693,-2278.137625,10.67779901,-0.103068087,-0.994282888,0.027901769,,,,,,,,,,,,,,,,,0.977130034,1,,,high,high,68.27817525,-8.192487463,54.69338978,Devin Russell,,Maryland,2nd
7,11/4/22,15:40:51,2,3,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,0,2,0,Four-Seam,,BallCalled,,,,0,0,,89.83081619,-0.835578447,-3.230499799,2105.320576,238.9230355,2:00,5.778558844,2.87780023,6.845035506,-24.69565762,9.361960101,12.48414054,2.916356077,2.054449172,82.20387269,-5.038996562,1.07594806,0.423079599,,,,,,,,,,,,-7.768040629,5.471497565,-2.632041809,50,5.699655437,6.96863157,-130.5407111,-2.699505617,-13.32878446,28.92506458,-22.78578616,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,972f8d42-5c78-11ed-96f4-89dc5e926b25,90.00430049,5.776774612,2.882555436,-0.814851724,-3.287598572,82.34731499,2.918116391,2.050886817,-5.009956982,1.017810165,0.422944766,13.03966963,7.878009129,-22.10299285,33.36466422,1950.598411,-792.1745798,92.65089762,-0.478253769,-0.376272663,-0.793531483,,,,,,,,,,,,,,,,,0.980891149,1,,,high,high,120.0282238,9.096902198,54.47496449,Devin Russell,,Maryland,2nd
8,11/4/22,15:41:20,2,4,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,0,3,0,Four-Seam,,StrikeCalled,,,,0,0,,92.20324495,-0.863415972,-3.654703148,2236.45558,238.598552,2:00,5.722265641,2.834847637,6.942652204,-24.20401076,10.1457298,13.0166319,2.505133859,-0.259431696,81.90884685,-5.851663075,-1.564239792,0.421825911,,,,,,,,,,,,-8.268372443,5.901559833,-2.080907156,50,5.601357407,8.787316468,-130.6761584,-3.693415523,-14.22326413,28.86768598,-22.02217933,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,a8404fde-5c78-11ed-ae7d-65f48381913b,92.38146917,5.720825862,2.839767925,-0.847016285,-3.713000236,82.05151233,2.506745952,-0.263144756,-5.824926668,-1.624604803,0.421705803,13.59123418,8.738528451,-21.81567084,40.27719697,2076.290067,-831.1155878,92.83842189,-0.483717146,-0.371621773,-0.792410866,,,,,,,,,,,,,,,,,0.980147053,1,,,high,high,126.2494641,-6.563760441,54.3773478,Devin Russell,,Maryland,2nd
9,11/4/22,15:41:42,2,5,Nate Haberthier,haberna43,Right,Maryland,Eddie Hacopian,hacoped42,Right,Maryland,Stretch,1,Top,0,3,1,Four-Seam,,BallCalled,Walk,,,0,0,,91.98644541,-0.812976174,-5.412645753,2337.574748,236.5692459,2:00,5.817059049,2.769218249,6.817236404,-22.51857629,10.783211,12.73924628,3.427854509,-1.024537512,83.29966374,-4.033543735,-3.567934447,0.414393614,,,,,,,,,,,,-8.429759542,6.050270554,-2.349523953,50,5.740552594,12.21681271,-133.292511,-2.632399028,-15.09564501,29.88901727,-21.33948947,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,b5b2e642-5c78-11ed-adcb-9f67001f3cbb,92.16712455,5.815934563,2.774077241,-0.800081647,-5.471033186,83.45140345,3.429096392,-1.028220757,-4.01245808,-3.628078664,0.414262312,13.32422006,9.480976499,-27.1584591,74.81457244,2079.851394,-1066.992916,88.97475452,-0.490187524,-0.456452961,-0.742540831,,,,,,,,,,,,,,,,,0.985303288,1,,,high,high,22.66693352,-17.35641585,54.5027636,Devin Russell,,Maryland,2nd
10,11/4/22,15:42:25,3,1,Nate Haberthier,haberna43,Right,Maryland,Nick Lorusso,lorusni42,Right,Maryland,Stretch,1,Top,0,0,0,Sinker,,InPlay,,GroundBall,Single,0,1,,92.46752417,-1.632806293,-2.579332907,1938.952966,240.0073865,2:00,5.741775263,2.958881703,6.823079419,-23.78437659,8.831632697,12.24660513,1.927858838,0.952590775,81.8651537,-6.38698484,-0.210610169,0.423175427,,,,,,,,,,,,-7.526170875,5.405037099,-2.099887419,50,5.390709454,5.462201428,-130.5525946,-4.453403041,-12.9187436,28.87856826,-22.89625221,Maryland,Maryland,shi01,NCAA D1,BIG10,c440aa28-3ea5-4d36-8241-966eae1a5262,cf1ce482-5c78-11ed-985f-4f718f4dad77,92.64087138,5.739848726,2.963282318,-1.61053697,-2.631461332,82.00265511,1.929847477,0.949256681,-6.354375724,-0.26493224,0.423055156,12.72434666,7.453667427,-12.53337602,6.933457178,1892.747253,-420.7688724,97.61697603,-0.48797589,-0.217008292,-0.845450727,,,,,,,,,,,,,,,,,0.635548286,1,,,high,high,83.75989356,-8.342380826,54.49692058,Devin Russell,,Maryland,1st and 2nd
